permit_number,permit_type_descr,permit_subtype_descr,date_entered,date_issued,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
2019070631,Building Commercial - New,"Warehouse, Storage S-1",2019-11-18,2020-05-18,780251.0,410  MARINA ST,NASHVILLE,TN,37207,"BARON CONSTRUCTION, LLC",3733343,"pre-engineered 12,788 sq.ft. maintance building for MDHA
POC TROY WILLIAMS 615-645-5929",36.181163,-86.764299,Commercial,"TYPE: Building Commercial - New SUBTYPE: Warehouse, Storage S-1"
2020025575,Building Residential - New,Detached Accessory Dwelling Unit,2020-04-22,2020-05-18,75000.0,1411B  GREENWOOD AVE,NASHVILLE,TN,37206,bootstrap architecture + construction,3807285,"RESTRICTIVE COVENENT FOR DETACHED DWELLING #202005050046896.Permit to construct a detached accessory dwelling unit...I could not find a permit  sub-type  that fit that exactly so we selected accessory apartment.

Bootstrap will be the General Contractor.��
Attached�are the drawings.
Attached is the historic preservation permit.
Attached in the existing�carport demo permit from Historic.
Stormwater application is attached.� Net new impervious area is 780sf.��
We will need Electrical, HVAC, and Plumbing�trade inspections.
We WILL NOT need low voltage inspection.
To our knowledge will not need a zoning final inspection (unless this is a new requirement) - that has been showing up (at times) on our residential permits for DADU's and the building inspector (Larry Dennis) has said it's not required but he's been signing it off.
Living space 411 net sf.
Allowable building footprint is 1,000 gross sf - proposed building�footprint is 500 gross sf.
We are in the process of filing the restrictive covenant�letter with the register of deeds.� Which we understand�has to be recorded and sent to the codes cashier prior to paying for our permit.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.189819,-86.740732,Residential,TYPE: Building Residential - New SUBTYPE: Detached Accessory Dwelling Unit
2020029753,Building Residential - New,"Accessory Structure, Garage",2020-05-12,2020-05-18,20000.0,3504B  CENTRAL AVE,NASHVILLE,TN,37205,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3816353,"Self Permit. MHZC to review/approve prior to permit issuance. To construct a 23 ft x 20 ft (508 sq ft) detached carport to rear of property, behind existing house. Restrictive Covenant required prior to any trade authorizations. Must conform with MHZC Permit 2020027613 and easements on parcel. 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit�.
2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE",36.137949,-86.8238,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
2020028763,Building Residential - New,Single Family Residence,2020-05-07,2020-05-18,50000.0,3635  BAXTER RD,JOELTON,TN,37080,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3814260,to rehab and convert existing 2850 sf storage/pole barn structure to a single family residence.,36.352164,-86.890907,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020024857,Building Residential - New,Single Family Residence,2020-04-20,2020-05-15,345776.0,947  POST OAK DR,ANTIOCH,TN,37013,"NVR, INC. T/A RYAN HOMES",3805615,"TO CONSTRUCT A 2,852 SQ FT SINGLE FAMILY HOUSE WITH A 392 SQ FT GARAGE WITH A 120 SQ  FT FRONT PORCH & A 155 SQ FT REAR COVERED PORCH.  SP Zoning.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.045767,-86.594109,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020017878,Building Residential - New,Single Family Residence,2020-03-19,2020-05-15,655787.0,4519  BEACON DR,NASHVILLE,TN,37215,PROVINCE BUILDERS LLC,3787538,"TO CONSTRUCT A SINGLE-FAMILY RESIDENCE WITH 5409 SQFT LIVING AREA 849 SQFT ATTACHED GARAGE 750 SQFT PORCH/DECK AREA� �120� MINIMUM FRONT SETBACK� �15� MINIMUM SIDE SETBACK� �20� MINIMUM REAR SETBACK� �MAXIMUM ALLOWED HEIGHT IS 3 STORIES� � NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� �
***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.086997,-86.846409,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2019044754,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-07-29,2020-05-15,3953797.0,3300  MURFREESBORO PIKE,ANTIOCH,TN,37013,CIP CONSTRUCTION COMPANY,3695563,"Construct building 5 of 11 three story 24 unit wood frame apartment building for CASCADE APARTMENTS
POC RUSS DEBOIS 336-275-6198 EXT 300
MASTER PERMIT 2018025316  

MASTER PERMIT 2018025316  
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.",36.058137,-86.621288,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020027966,Building Residential - New,Single Family Residence,2020-05-04,2020-05-15,293765.0,449  CHINOOK DR,ANTIOCH,TN,37013,"NVR, INC. T/A RYAN HOMES",3812433,"TO CONSTRUCT A 2,423 SQ FT SINGLE FAMILY HOUSE WITH A 445 SQ FT GARAGE & A 46 SQ FT FRONT PORCH.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.010678999999996,-86.686267,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020029273,Building Commercial - New,"Leasing / Sales Office, Other",2020-05-11,2020-05-15,5000.0,516  FOSTER ST,NASHVILLE,TN,37207,COMLINK MIDWEST LLC,3815413,"to install a temporary construction office trailer, dumpster and Conex structure on property. **HAVE ATTCHED REVIEWED COPY FOR APPLICANT DOWNLOAD AND PRINTING FOR JOB SITE COPY**... for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  POC ERIN TAYLOR 612-986-5899",36.17858,-86.764751,Commercial,"TYPE: Building Commercial - New SUBTYPE: Leasing / Sales Office, Other"
2020027686,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-05-02,2020-05-14,7728.0,1413B  MONETTA AVE,NASHVILLE,TN,37216,Travis Gates,3811878,"to construct a 10 x 16 detached storage building to rear of residence.  not to be used for living or commercial purposes.  max allowed height is 16'.  3' min side s/b; 10' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.20019,-86.731747,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
2020026370,Building Residential - New,Single Family Residence,2020-04-27,2020-05-14,222233.0,937  MULBERRY HILL PL,ANTIOCH,TN,37013,TRENDMARK CONSTRUCTION LLC,3808983,"Critical Lot, Planning to review/approve prior to permit issuance. Sidewalk requirements to be determined by Planning. 20 ft front, 5 ft side, and 20 ft minimum rear setbacks. Must conform with easements.  To construct a single family residence with 1833 sq ft of living, 380 sq ft garage, and 225 sq ft of porches and decks. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.07012,-86.65534,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2019028590,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,743409.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670330,"L12 �	  16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028677,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670451,"L16 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019054273,Building Residential - New,Single Family Residence,2019-09-09,2020-05-13,320602.0,1700  ELECTRIC AVE,NASHVILLE,TN,37206,HIGHLAND HOMES LLC,3710147,"* Garage door requires 20 ft Minimum setback  from South 17th St property line*

To construct 1700 Electric Ave of new HPR/duplex family residence with 2846 sq ft of living space, 500 sq ft of garage and 381 sq ft of porches and decks. Minimum 5 ft side setbacks, 24.6 ft minimum front setback and 20 ft minimum rear setback.  Minimum 6 ft between structures. Must conform to all easements on property. Maximum height of 1.5 to width ratio from natural grade. Maximum building coverage on total parcel not to exceed 50%..Must conform with all easements on property... Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required. 
Sidewalks ARE required for this project because this parcel is within the UZO. You are eligible to contribute to the Pedestrian Benefit Zone in-lieu of construction",36.167229,-86.740475,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020029462,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-05-11,2020-05-13,16229.0,3001  RICH ACRES DR,NASHVILLE,TN,37207,tricia whitehurst,3815805,"to construct 336SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to eave line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.228488,-86.76624,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
2019028935,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,176596.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670828,"L25 Amenity & pool (this will not be ready for the first turnover): 0 units, 2,852sf enclosed, approx. 6,134 exterior sf: includes bathrooms, lounges, kitchens; exterior includes pool and hot tub.
**PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020022890,Building Residential - New,Duplex,2020-04-10,2020-05-13,460954.0,1514A  CLAYTON AVE,NASHVILLE,TN,37212,PALMETTO CONSTRUCTION LLC,3800513,"to construct 3802SF (3355SF unit & 447SF unit) duplex residence with 783SF garage and 258SF porches.
MUST COMPLY WITH HCN2019068353.

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.118555,-86.795025,Residential,TYPE: Building Residential - New SUBTYPE: Duplex
2019028365,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,587468.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3669944,"LL1:  No units / Parking garage, Elevators, CMU block walls, elevators, concrete floors & ceiling, lighting, floor drains, fire sprinkler system, waterproofing, excavation, blasting;  Enclosed SF = 20,016sf

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028808,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670633,"L21 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028544,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670256,"L8 �       16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028889,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670765,"L23 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall. 

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028594,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670336,"L13 �  	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028547,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670261,"L9 �       16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028676,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,639802.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670449,"L15 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020030122,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-05-13,2020-05-13,6038.0,523  DRAKE AVE,NASHVILLE,TN,37211,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3817282,to construct a 10 x 25 detached storage building to the rear of residence.  not to be burned on lot.  max allowed height is 16'.  3' min side s/b; 10' min rear s/b.,36.102117,-86.748092,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
2020006065,Building Commercial - New,"Water/Sewer Pump Statn,Hazardous (H1-H5)",2020-01-28,2020-05-13,3794.0,3131PH  LONG BLVD,NASHVILLE,TN,37203,"CAPITAL CITY CONSTRUCTION, LLC",3754380,To construct an accessory pump house on property for LONG BLVD. CONDOS.  UDO.  POC JUSTIN CRANDELL 615-915-8288.,36.145571000000004,-86.819515,Commercial,"TYPE: Building Commercial - New SUBTYPE: Water/Sewer Pump Statn,Hazardous (H1-H5)"
2019028679,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670454,"L18 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028601,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-15,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670344,"L14 �  	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019028803,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-05-16,2020-05-13,686146.0,2004  WEST END AVE,NASHVILLE,TN,37203,"MCHUGH, JAMES CONSTRUCTION CO",3670627,"L20 �   	16 units, 12,697sf total: Concrete structure, typical apartment unit finishes including drywall, flooring, bathrooms, HVAC, Fire sprinklers, plumbing, electrical distribution and exterior window wall.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.151123999999996,-86.799835,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
